"order_number","date","month_number","name","category","size","quantity","price","revenue"
"18814","2015-11-17","11","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18815","2015-11-17","11","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"18815","2015-11-17","11","The Spinach and Feta Pizza","Veggie","L",1,"20.25","20.25"
"18816","2015-11-17","11","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"18816","2015-11-17","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18817","2015-11-17","11","The Chicken Alfredo Pizza","Chicken","S",1,"12.75","12.75"
"18817","2015-11-17","11","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18818","2015-11-17","11","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"18819","2015-11-17","11","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"18820","2015-11-17","11","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"18820","2015-11-17","11","The Pepper Salami Pizza","Supreme","M",1,"16.50","16.50"
"18821","2015-11-17","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18822","2015-11-17","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18822","2015-11-17","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18822","2015-11-17","11","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18823","2015-11-17","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18823","2015-11-17","11","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"18824","2015-11-17","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18824","2015-11-17","11","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"18825","2015-11-17","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18825","2015-11-17","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18826","2015-11-17","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"18826","2015-11-17","11","The Chicken Pesto Pizza","Chicken","S",1,"12.75","12.75"
"18826","2015-11-17","11","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18826","2015-11-17","11","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18827","2015-11-17","11","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"18827","2015-11-17","11","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"18828","2015-11-17","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18828","2015-11-17","11","The Greek Pizza","Classic","S",1,"12.00","12.00"
"18829","2015-11-17","11","The Napolitana Pizza","Classic","L",2,"20.50","41.00"
"18829","2015-11-17","11","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
"18830","2015-11-17","11","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"18830","2015-11-17","11","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18830","2015-11-17","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18831","2015-11-17","11","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"18831","2015-11-17","11","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"18831","2015-11-17","11","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18832","2015-11-17","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18832","2015-11-17","11","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"18833","2015-11-17","11","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"18833","2015-11-17","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18833","2015-11-17","11","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"18834","2015-11-17","11","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18834","2015-11-17","11","The Soppressata Pizza","Supreme","M",1,"16.50","16.50"
"18834","2015-11-17","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18834","2015-11-17","11","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"18835","2015-11-17","11","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18835","2015-11-17","11","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"18835","2015-11-17","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18836","2015-11-17","11","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"18837","2015-11-17","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"18837","2015-11-17","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18837","2015-11-17","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18837","2015-11-17","11","The Spinach Pesto Pizza","Veggie","S",1,"12.50","12.50"
"18838","2015-11-18","11","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"18838","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18839","2015-11-18","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18839","2015-11-18","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18839","2015-11-18","11","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18839","2015-11-18","11","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"18840","2015-11-18","11","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18841","2015-11-18","11","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18842","2015-11-18","11","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"18842","2015-11-18","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18842","2015-11-18","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18842","2015-11-18","11","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"18843","2015-11-18","11","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18844","2015-11-18","11","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"18844","2015-11-18","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18844","2015-11-18","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18845","2015-11-18","11","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"18845","2015-11-18","11","The Pepperoni Pizza","Classic","M",2,"12.50","25.00"
"18845","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"18845","2015-11-18","11","The Italian Capocollo Pizza","Classic","M",1,"16.00","16.00"
"18845","2015-11-18","11","The Hawaiian Pizza","Classic","S",2,"10.50","21.00"
"18845","2015-11-18","11","The Southwest Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18845","2015-11-18","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18845","2015-11-18","11","The Green Garden Pizza","Veggie","M",1,"16.00","16.00"
"18845","2015-11-18","11","The Greek Pizza","Classic","XL",1,"25.50","25.50"
"18845","2015-11-18","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18845","2015-11-18","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18845","2015-11-18","11","The Thai Chicken Pizza","Chicken","L",2,"20.75","41.50"
"18845","2015-11-18","11","The Barbecue Chicken Pizza","Chicken","M",3,"16.75","50.25"
"18845","2015-11-18","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18845","2015-11-18","11","The Big Meat Pizza","Classic","S",2,"12.00","24.00"
"18845","2015-11-18","11","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"18845","2015-11-18","11","The Chicken Pesto Pizza","Chicken","S",1,"12.75","12.75"
"18845","2015-11-18","11","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18845","2015-11-18","11","The Sicilian Pizza","Supreme","M",2,"16.25","32.50"
"18845","2015-11-18","11","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"18845","2015-11-18","11","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"18846","2015-11-18","11","The Chicken Pesto Pizza","Chicken","M",1,"16.75","16.75"
"18847","2015-11-18","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18848","2015-11-18","11","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"18848","2015-11-18","11","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"18848","2015-11-18","11","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"18848","2015-11-18","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18849","2015-11-18","11","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"18850","2015-11-18","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18850","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"18850","2015-11-18","11","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"18850","2015-11-18","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"18850","2015-11-18","11","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"18850","2015-11-18","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18851","2015-11-18","11","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18852","2015-11-18","11","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"18852","2015-11-18","11","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"18853","2015-11-18","11","The Calabrese Pizza","Supreme","L",1,"20.25","20.25"
"18853","2015-11-18","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18853","2015-11-18","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18853","2015-11-18","11","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18854","2015-11-18","11","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"18855","2015-11-18","11","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"18856","2015-11-18","11","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18856","2015-11-18","11","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18857","2015-11-18","11","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18857","2015-11-18","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18857","2015-11-18","11","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"18857","2015-11-18","11","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"18858","2015-11-18","11","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"18858","2015-11-18","11","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18859","2015-11-18","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18860","2015-11-18","11","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18861","2015-11-18","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18862","2015-11-18","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18863","2015-11-18","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18863","2015-11-18","11","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"18864","2015-11-18","11","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"18864","2015-11-18","11","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"18865","2015-11-18","11","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"18865","2015-11-18","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18865","2015-11-18","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18866","2015-11-18","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18866","2015-11-18","11","The Chicken Alfredo Pizza","Chicken","L",1,"20.75","20.75"
"18867","2015-11-18","11","The Napolitana Pizza","Classic","L",2,"20.50","41.00"
"18867","2015-11-18","11","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18868","2015-11-18","11","The Greek Pizza","Classic","XL",1,"25.50","25.50"
"18868","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18869","2015-11-18","11","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"18869","2015-11-18","11","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18869","2015-11-18","11","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
"18870","2015-11-18","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18870","2015-11-18","11","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"18870","2015-11-18","11","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"18871","2015-11-18","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18871","2015-11-18","11","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18872","2015-11-18","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18872","2015-11-18","11","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"18872","2015-11-18","11","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"18872","2015-11-18","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18873","2015-11-18","11","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"18874","2015-11-18","11","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"18875","2015-11-18","11","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18875","2015-11-18","11","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"18875","2015-11-18","11","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"18875","2015-11-18","11","The Southwest Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18876","2015-11-18","11","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18876","2015-11-18","11","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"18877","2015-11-18","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18878","2015-11-18","11","The Italian Vegetables Pizza","Veggie","L",1,"21.00","21.00"
"18878","2015-11-18","11","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"18879","2015-11-18","11","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"18879","2015-11-18","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18879","2015-11-18","11","The Italian Vegetables Pizza","Veggie","S",1,"12.75","12.75"
"18880","2015-11-18","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18880","2015-11-18","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18880","2015-11-18","11","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18880","2015-11-18","11","The Greek Pizza","Classic","L",1,"20.50","20.50"
"18881","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18882","2015-11-18","11","The Sicilian Pizza","Supreme","M",2,"16.25","32.50"
"18882","2015-11-18","11","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"18882","2015-11-18","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"18883","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"18883","2015-11-18","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18883","2015-11-18","11","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"18884","2015-11-19","11","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"18884","2015-11-19","11","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"18884","2015-11-19","11","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"18884","2015-11-19","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18885","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18886","2015-11-19","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18886","2015-11-19","11","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"18886","2015-11-19","11","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"18887","2015-11-19","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18888","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18889","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18889","2015-11-19","11","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"18890","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18891","2015-11-19","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18891","2015-11-19","11","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"18891","2015-11-19","11","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"18891","2015-11-19","11","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18891","2015-11-19","11","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
"18891","2015-11-19","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"18891","2015-11-19","11","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"18891","2015-11-19","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18891","2015-11-19","11","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"18891","2015-11-19","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18891","2015-11-19","11","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"18891","2015-11-19","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18891","2015-11-19","11","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"18891","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18892","2015-11-19","11","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"18892","2015-11-19","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18892","2015-11-19","11","The Chicken Alfredo Pizza","Chicken","L",1,"20.75","20.75"
"18892","2015-11-19","11","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"18893","2015-11-19","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18894","2015-11-19","11","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"18895","2015-11-19","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"18895","2015-11-19","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18896","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18896","2015-11-19","11","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"18896","2015-11-19","11","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18897","2015-11-19","11","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18897","2015-11-19","11","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"18897","2015-11-19","11","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"18897","2015-11-19","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18898","2015-11-19","11","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18899","2015-11-19","11","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"18899","2015-11-19","11","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"18900","2015-11-19","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18900","2015-11-19","11","The Spinach Pesto Pizza","Veggie","M",1,"16.50","16.50"
"18901","2015-11-19","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18901","2015-11-19","11","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"18901","2015-11-19","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"18901","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18902","2015-11-19","11","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
"18903","2015-11-19","11","The Pepperoni Pizza","Classic","L",2,"15.25","30.50"
"18903","2015-11-19","11","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18903","2015-11-19","11","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18903","2015-11-19","11","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"18903","2015-11-19","11","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18903","2015-11-19","11","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"18903","2015-11-19","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18903","2015-11-19","11","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"18903","2015-11-19","11","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"18903","2015-11-19","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18904","2015-11-19","11","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"18905","2015-11-19","11","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"18906","2015-11-19","11","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"18906","2015-11-19","11","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"18907","2015-11-19","11","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"18907","2015-11-19","11","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"18907","2015-11-19","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18908","2015-11-19","11","The Spinach and Feta Pizza","Veggie","L",1,"20.25","20.25"
"18909","2015-11-19","11","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"18909","2015-11-19","11","The Greek Pizza","Classic","M",1,"16.00","16.00"
"18910","2015-11-19","11","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"18910","2015-11-19","11","The Italian Capocollo Pizza","Classic","M",1,"16.00","16.00"
"18911","2015-11-19","11","The Pepper Salami Pizza","Supreme","M",1,"16.50","16.50"
"18912","2015-11-19","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18912","2015-11-19","11","The Greek Pizza","Classic","L",1,"20.50","20.50"
"18913","2015-11-19","11","The Chicken Pesto Pizza","Chicken","M",1,"16.75","16.75"
"18913","2015-11-19","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18914","2015-11-19","11","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"18915","2015-11-19","11","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"18916","2015-11-19","11","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18917","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18917","2015-11-19","11","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"18917","2015-11-19","11","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"18917","2015-11-19","11","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"18918","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18918","2015-11-19","11","The Southwest Chicken Pizza","Chicken","S",1,"12.75","12.75"
"18919","2015-11-19","11","The Greek Pizza","Classic","XXL",1,"35.95","35.95"
"18919","2015-11-19","11","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"18920","2015-11-19","11","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"18920","2015-11-19","11","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18921","2015-11-19","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18921","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18922","2015-11-19","11","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"18922","2015-11-19","11","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"18922","2015-11-19","11","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"18923","2015-11-19","11","The Italian Vegetables Pizza","Veggie","S",1,"12.75","12.75"
"18923","2015-11-19","11","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18923","2015-11-19","11","The Italian Capocollo Pizza","Classic","S",1,"12.00","12.00"
"18924","2015-11-19","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18924","2015-11-19","11","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18924","2015-11-19","11","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"18925","2015-11-19","11","The Pepper Salami Pizza","Supreme","S",1,"12.50","12.50"
"18925","2015-11-19","11","The Chicken Pesto Pizza","Chicken","M",1,"16.75","16.75"
"18926","2015-11-19","11","The Greek Pizza","Classic","XL",1,"25.50","25.50"
"18926","2015-11-19","11","The Spicy Italian Pizza","Supreme","S",1,"12.50","12.50"
"18926","2015-11-19","11","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18927","2015-11-19","11","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18927","2015-11-19","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18927","2015-11-19","11","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"18927","2015-11-19","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18928","2015-11-19","11","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"18928","2015-11-19","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18929","2015-11-19","11","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"18929","2015-11-19","11","The Spinach Pesto Pizza","Veggie","S",1,"12.50","12.50"
"18929","2015-11-19","11","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"18930","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18931","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18931","2015-11-19","11","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"18931","2015-11-19","11","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"18931","2015-11-19","11","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"18932","2015-11-19","11","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"18932","2015-11-19","11","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"18932","2015-11-19","11","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"18933","2015-11-19","11","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"18934","2015-11-19","11","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"18934","2015-11-19","11","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"18934","2015-11-19","11","The Napolitana Pizza","Classic","M",1,"16.00","16.00"
"18935","2015-11-19","11","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"18935","2015-11-19","11","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"18935","2015-11-19","11","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"18936","2015-11-19","11","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"18936","2015-11-19","11","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"18937","2015-11-19","11","The Pepper Salami Pizza","Supreme","S",1,"12.50","12.50"
"18938","2015-11-19","11","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
